id_transaksi	tanggal_transaksi	id_produk	nama_produk	harga	jumlah	total_harga	id_pelanggan	nama_pelanggan	alamat	no_telepon	tanggal_keuangan	pemasukan	keterangan
554	2026-06-10	1	Laptop Lenovo	8500000.00	1	8500000.00	1738	drg. Siska Uwais, M.M.	Jalan Tubagus Ismail No. 35\nPadang, JB 17664	+62 (0189) 033-1679	2026-06-10	8500000.00	Online Transaction
570	2026-04-04	1	Laptop Lenovo	8500000.00	9	76500000.00	1196	Icha Zulkarnain, M.TI.	Gg. Tubagus Ismail No. 2\nKendari, DKI Jakarta 56682	+62 (0551) 151-6622	2026-04-04	76500000.00	Customer Purchase
572	2025-10-31	1	Laptop Lenovo	8500000.00	5	42500000.00	1910	Jail Agustina	Jl. Suryakencana No. 6\nKota Administrasi Jakarta Selatan, SS 10933	+62 (32) 800-0281	2025-10-31	42500000.00	Product Sale
576	2026-01-14	1	Laptop Lenovo	8500000.00	3	25500000.00	1021	Muni Melani	Gg. Ciumbuleuit No. 2\nBatu, Nusa Tenggara Timur 55343	0856152478	2026-01-14	25500000.00	Product Sale
582	2026-06-04	1	Laptop Lenovo	8500000.00	4	34000000.00	457	Liman Saefullah, S.E.I	Gang Cikutra Barat No. 6\nPontianak, Sulawesi Utara 34464	+62-0326-722-9704	2026-06-04	34000000.00	Store Sale
585	2025-08-24	1	Laptop Lenovo	8500000.00	9	76500000.00	1183	Mutia Sudiati, M.M.	Jl. Kapten Muslihat No. 146\nBanjar, Kepulauan Bangka Belitung 86970	+62 (016) 016-0214	2025-08-24	76500000.00	Product Sale
595	2025-07-13	1	Laptop Lenovo	8500000.00	5	42500000.00	514	dr. Yahya Mangunsong, S.E.	Gang Rajawali Timur No. 5\nTernate, KU 44521	+62-0578-911-8875	2025-07-13	42500000.00	Online Transaction
608	2026-06-14	1	Laptop Lenovo	8500000.00	2	17000000.00	373	Raisa Wastuti	Gg. Dipenogoro No. 680\nSingkawang, SU 45575	+62 (0667) 399 4904	2026-06-14	17000000.00	Product Sale
610	2026-06-07	1	Laptop Lenovo	8500000.00	1	8500000.00	576	Alika Maryati	Gg. Cihampelas No. 5\nBatam, AC 91201	+62-780-731-9937	2026-06-07	8500000.00	Product Sale
621	2025-10-24	1	Laptop Lenovo	8500000.00	2	17000000.00	1038	R. Xanana Hidayanto	NULL	089 164 1561	2025-10-24	17000000.00	Customer Purchase
624	2026-07-05	1	Laptop Lenovo	8500000.00	7	59500000.00	1286	Wirda Purnawati	Jl. Antapani Lama No. 2\nMakassar, SU 85773	0831059830	2026-07-05	59500000.00	Customer Purchase
634	2026-05-08	1	Laptop Lenovo	8500000.00	4	34000000.00	1439	Okto Wibisono	Gg. H.J Maemunah No. 7\nLhokseumawe, Papua 59069	+62-62-351-8109	2026-05-08	34000000.00	Online Transaction
635	2025-07-09	1	Laptop Lenovo	8500000.00	6	51000000.00	88	Unjani Riyanti	NULL	+62-13-134-5691	2025-07-09	51000000.00	Customer Purchase
639	2026-01-31	1	Laptop Lenovo	8500000.00	3	25500000.00	1031	dr. Lintang Prasasta, S.Kom	Jl. Indragiri No. 720\nBogor, JB 85935	+62-12-211-5969	2026-01-31	25500000.00	Store Sale
640	2025-12-04	1	Laptop Lenovo	8500000.00	9	76500000.00	615	Gada Lailasari	Jalan Monginsidi No. 75\nSubulussalam, Papua Barat 18409	+62 (27) 284-9378	2025-12-04	76500000.00	Store Sale
642	2025-08-26	1	Laptop Lenovo	8500000.00	1	8500000.00	1127	Sabri Marpaung	Gang Siliwangi No. 65\nTomohon, KR 30699	+62 (017) 933 8079	2025-08-26	8500000.00	Online Transaction
643	2026-04-13	1	Laptop Lenovo	8500000.00	4	34000000.00	670	Luwes Maryati	Jl. Gardujati No. 365\nManado, BE 31573	(063) 549-3447	2026-04-13	34000000.00	Customer Purchase
649	2025-07-16	1	Laptop Lenovo	8500000.00	1	8500000.00	766	Cici Astuti	Jalan PHH. Mustofa No. 03\nPariaman, Bali 27114	(0792) 119-1987	2025-07-16	8500000.00	Store Sale
650	2026-07-07	1	Laptop Lenovo	8500000.00	1	8500000.00	1634	Mala Dabukke	Jalan Abdul Muis No. 09\nPekalongan, Papua Barat 17089	+62-07-269-6440	2026-07-07	8500000.00	Customer Purchase
655	2026-03-08	1	Laptop Lenovo	8500000.00	5	42500000.00	437	Janet Hutasoit	Jalan Gedebage Selatan No. 0\nGorontalo, Aceh 35348	+62 (0850) 970-5962	2026-03-08	42500000.00	Online Transaction
666	2026-06-06	1	Laptop Lenovo	8500000.00	3	25500000.00	568	Ayu Yuliarti, M.Ak	Jalan Surapati No. 01\nCimahi, KI 53874	+62-441-983-2432	2026-06-06	25500000.00	Product Sale
673	2026-03-04	1	Laptop Lenovo	8500000.00	3	25500000.00	1173	Sutan Prabu Prayoga	Jl. K.H. Wahid Hasyim No. 56\nMalang, Lampung 01824	(028) 962-5474	2026-03-04	25500000.00	Store Sale
677	2026-02-18	1	Laptop Lenovo	8500000.00	5	42500000.00	1346	Kiandra Salahudin	Jalan KH Amin Jasuta No. 1\nTernate, NB 71316	+62-72-060-7251	2026-02-18	42500000.00	Store Sale
678	2026-05-02	1	Laptop Lenovo	8500000.00	6	51000000.00	676	Vicky Sudiati	Jl. Jayawijaya No. 8\nBekasi, Bali 12630	(023) 152-1312	2026-05-02	51000000.00	Store Sale
685	2025-08-18	1	Laptop Lenovo	8500000.00	6	51000000.00	396	Darsirah Kurniawan, S.Farm	Jalan Rumah Sakit No. 5\nPasuruan, SR 77779	+62 (064) 495 5349	2025-08-18	51000000.00	Product Sale
686	2026-06-02	1	Laptop Lenovo	8500000.00	8	68000000.00	981	Cut Zahra Sinaga	Gang Waringin No. 27\nProbolinggo, Sulawesi Utara 02426	+62 (614) 519-1537	2026-06-02	68000000.00	Customer Purchase
695	2026-02-08	1	Laptop Lenovo	8500000.00	5	42500000.00	1146	Harsana Mardhiyah	Gg. Kutai No. 02\nSolok, SB 52497	+62 (055) 814 0650	2026-02-08	42500000.00	Online Transaction
697	2026-06-01	1	Laptop Lenovo	8500000.00	4	34000000.00	450	Keisha Hakim	Jl. Ronggowarsito No. 690\nKendari, JK 98415	0801051621	2026-06-01	34000000.00	Customer Purchase
704	2026-02-04	1	Laptop Lenovo	8500000.00	8	68000000.00	593	Xanana Oktaviani, S.Pt	Gg. Rajiman No. 721\nPalu, Maluku 23365	(0734) 881-6832	2026-02-04	68000000.00	Product Sale
705	2025-08-05	1	Laptop Lenovo	8500000.00	2	17000000.00	858	Gilda Mansur	NULL	+62 (92) 573-6542	2025-08-05	17000000.00	Customer Purchase
715	2025-09-16	1	Laptop Lenovo	8500000.00	9	76500000.00	51	Hj. Sadina Mustofa, M.Farm	Jalan Antapani Lama No. 03\nSurakarta, Maluku 70862	0825903962	2025-09-16	76500000.00	Online Transaction
716	2026-04-25	1	Laptop Lenovo	8500000.00	8	68000000.00	1779	Warsa Pangestu	Gang Medokan Ayu No. 9\nBinjai, RI 94652	+62 (0370) 641-3324	2026-04-25	68000000.00	Product Sale
721	2025-09-08	1	Laptop Lenovo	8500000.00	9	76500000.00	776	Bagya Marpaung	Jalan Peta No. 4\nPalangkaraya, JK 79402	+62 (71) 789 9863	2025-09-08	76500000.00	Product Sale
723	2025-12-26	1	Laptop Lenovo	8500000.00	10	85000000.00	1354	R. Violet Widodo	Jalan Kebonjati No. 6\nPariaman, Sumatera Barat 85235	+62-0777-899-3264	2025-12-26	85000000.00	Online Transaction
729	2025-07-17	1	Laptop Lenovo	8500000.00	4	34000000.00	1250	Dr. Elisa Pertiwi	Gg. HOS. Cokroaminoto No. 581\nLhokseumawe, Kalimantan Tengah 67955	(017) 138 6217	2025-07-17	34000000.00	Store Sale
735	2025-12-19	1	Laptop Lenovo	8500000.00	2	17000000.00	1435	Paiman Napitupulu	Jl. Pelajar Pejuang No. 6\nLangsa, KR 23955	+62-076-167-7345	2025-12-19	17000000.00	Product Sale
744	2026-04-25	1	Laptop Lenovo	8500000.00	8	68000000.00	499	Putu Nurdiyanti	Gang Rumah Sakit No. 524\nPayakumbuh, Bengkulu 80020	+62 (0034) 683-2325	2026-04-25	68000000.00	Store Sale
747	2026-07-03	1	Laptop Lenovo	8500000.00	9	76500000.00	214	Padmi Suwarno	Gg. Medokan Ayu No. 7\nBitung, Jambi 64834	+62 (005) 418 4120	2026-07-03	76500000.00	Online Transaction
751	2026-07-05	1	Laptop Lenovo	8500000.00	9	76500000.00	403	Raharja Salahudin, S.H.	Gg. Setiabudhi No. 40\nPalu, KS 22373	+62 (31) 800 9112	2026-07-05	76500000.00	Store Sale
763	2026-01-31	1	Laptop Lenovo	8500000.00	9	76500000.00	1390	Icha Irawan	Jl. Ronggowarsito No. 6\nSibolga, Kalimantan Tengah 17563	084 295 7851	2026-01-31	76500000.00	Product Sale
767	2026-01-05	1	Laptop Lenovo	8500000.00	6	51000000.00	701	drg. Ikhsan Hidayat, S.H.	Jalan Ciumbuleuit No. 71\nSawahlunto, LA 59226	+62-000-824-3956	2026-01-05	51000000.00	Customer Purchase
768	2026-07-02	1	Laptop Lenovo	8500000.00	1	8500000.00	1280	KH. Mursita Pangestu	Gang S. Parman No. 102\nPekalongan, Bali 94018	+62-99-220-9465	2026-07-02	8500000.00	Customer Purchase
772	2025-09-14	1	Laptop Lenovo	8500000.00	8	68000000.00	1333	Ade Santoso	Gang Kutai No. 901\nMakassar, Sulawesi Tenggara 86495	(092) 989-3581	2025-09-14	68000000.00	Product Sale
777	2026-03-03	1	Laptop Lenovo	8500000.00	1	8500000.00	232	R. Yosef Prasetya	Gang Jamika No. 9\nBlitar, Sulawesi Barat 38273	+62 (039) 811-3376	2026-03-03	8500000.00	Store Sale
783	2026-01-09	1	Laptop Lenovo	8500000.00	5	42500000.00	833	Yoga Ardianto	Gg. Gardujati No. 6\nPurwokerto, Kalimantan Tengah 79090	(0648) 400-5488	2026-01-09	42500000.00	Online Transaction
786	2025-11-30	1	Laptop Lenovo	8500000.00	3	25500000.00	127	Sabri Marpaung	Gang Siliwangi No. 65\nTomohon, KR 30699	+62 (017) 933 8079	2025-11-30	25500000.00	Customer Purchase
788	2025-09-03	1	Laptop Lenovo	8500000.00	6	51000000.00	110	Paris Novitasari	Gang Suryakencana No. 938\nTarakan, Kalimantan Utara 94751	(0013) 110 1343	2025-09-03	51000000.00	Store Sale
798	2026-03-25	1	Laptop Lenovo	8500000.00	3	25500000.00	482	Galur Pertiwi	Jalan R.E Martadinata No. 52\nSalatiga, Kepulauan Riau 89603	+62-098-116-8158	2026-03-25	25500000.00	Customer Purchase
802	2025-11-05	1	Laptop Lenovo	8500000.00	1	8500000.00	1265	Cinthia Kuswoyo	Gg. Raya Setiabudhi No. 113\nKota Administrasi Jakarta Timur, Jawa Timur 42340	+62 (468) 061 8805	2025-11-05	8500000.00	Online Transaction
805	2026-06-13	1	Laptop Lenovo	8500000.00	5	42500000.00	971	Vega Wahyuni	Gang Cikapayang No. 508\nPariaman, Aceh 10607	+62 (0822) 232-8885	2026-06-13	42500000.00	Customer Purchase
806	2025-09-21	1	Laptop Lenovo	8500000.00	6	51000000.00	787	Ratih Sinaga	Jalan Jakarta No. 160\nTidore Kepulauan, SR 28984	+62-05-938-2954	2025-09-21	51000000.00	Store Sale
818	2025-09-02	1	Laptop Lenovo	8500000.00	4	34000000.00	1145	Tgk. Soleh Rajata, S.Pt	Gg. Suryakencana No. 8\nSamarinda, KR 41955	+62 (908) 014 9608	2025-09-02	34000000.00	Product Sale
820	2025-07-27	1	Laptop Lenovo	8500000.00	9	76500000.00	752	Dr. Gina Firgantoro	Gg. Jamika No. 9\nTernate, Jambi 63139	+62 (59) 997-5324	2025-07-27	76500000.00	Online Transaction
823	2025-07-08	1	Laptop Lenovo	8500000.00	1	8500000.00	1776	Bagya Marpaung	Jalan Peta No. 4\nPalangkaraya, JK 79402	+62 (71) 789 9863	2025-07-08	8500000.00	Customer Purchase
832	2025-07-10	1	Laptop Lenovo	8500000.00	4	34000000.00	1421	Purwa Gunarto, M.Ak	Gg. Gegerkalong Hilir No. 551\nBanda Aceh, GO 64666	+62 (97) 002-0604	2025-07-10	34000000.00	Online Transaction
837	2025-08-12	1	Laptop Lenovo	8500000.00	5	42500000.00	1693	Viktor Firmansyah	Gang Moch. Toha No. 5\nBitung, NB 63653	+62-262-581-8094	2025-08-12	42500000.00	Online Transaction
840	2025-09-13	1	Laptop Lenovo	8500000.00	5	42500000.00	612	H. Mursinin Mansur	Gg. Ir. H. Djuanda No. 7\nLubuklinggau, BB 91673	+62-013-579-0630	2025-09-13	42500000.00	Online Transaction
842	2026-03-08	1	Laptop Lenovo	8500000.00	1	8500000.00	814	Putri Laksmiwati, S.Kom	Gang Gardujati No. 36\nCirebon, JT 06498	+62 (48) 602 7912	2026-03-08	8500000.00	Customer Purchase
844	2026-07-03	1	Laptop Lenovo	8500000.00	1	8500000.00	317	Cakrabirawa Pudjiastuti, S.Ked	Jalan Antapani Lama No. 4\nPalangkaraya, JB 80039	(090) 785 6645	2026-07-03	8500000.00	Online Transaction
849	2026-06-02	1	Laptop Lenovo	8500000.00	5	42500000.00	1213	Elisa Mahendra	Jl. Cihampelas No. 79\nSabang, Sulawesi Selatan 34062	+62 (0350) 473-8488	2026-06-02	42500000.00	Product Sale
850	2026-05-03	1	Laptop Lenovo	8500000.00	4	34000000.00	1981	Cut Zahra Sinaga	Gang Waringin No. 27\nProbolinggo, Sulawesi Utara 02426	+62 (614) 519-1537	2026-05-03	34000000.00	Online Transaction
857	2025-07-16	1	Laptop Lenovo	8500000.00	10	85000000.00	902	R. Paulin Susanti	Gang Pasir Koja No. 08\nPekalongan, GO 10726	+62 (704) 917 1255	2025-07-16	85000000.00	Product Sale
870	2025-09-06	1	Laptop Lenovo	8500000.00	5	42500000.00	214	Padmi Suwarno	Gg. Medokan Ayu No. 7\nBitung, Jambi 64834	+62 (005) 418 4120	2025-09-06	42500000.00	Online Transaction
876	2025-07-14	1	Laptop Lenovo	8500000.00	9	76500000.00	1635	Martaka Wastuti	Jalan Waringin No. 881\nPadangpanjang, AC 16646	+62 (476) 191 6515	2025-07-14	76500000.00	Customer Purchase
883	2026-01-15	1	Laptop Lenovo	8500000.00	8	68000000.00	1871	Candra Handayani	Jalan Kebonjati No. 893\nSemarang, JT 12650	0805750171	2026-01-15	68000000.00	Store Sale
884	2026-04-01	1	Laptop Lenovo	8500000.00	7	59500000.00	1872	Damu Ardianto	Jl. Cikutra Timur No. 84\nTangerang Selatan, SB 23719	+62-0943-407-3566	2026-04-01	59500000.00	Customer Purchase
888	2025-10-13	1	Laptop Lenovo	8500000.00	3	25500000.00	1479	Opan Permadi	Jalan Raya Setiabudhi No. 4\nTual, Sulawesi Barat 17471	(074) 257 8346	2025-10-13	25500000.00	Store Sale
895	2026-04-05	1	Laptop Lenovo	8500000.00	9	76500000.00	1548	Tgk. Najam Simbolon	Jalan Sukajadi No. 647\nTarakan, AC 72530	(0555) 963 2042	2026-04-05	76500000.00	Online Transaction
907	2026-02-03	1	Laptop Lenovo	8500000.00	4	34000000.00	41	Dewi Pangestu	Gang Pacuan Kuda No. 58\nTual, RI 81051	+62 (0484) 286 7416	2026-02-03	34000000.00	Online Transaction
908	2026-05-08	1	Laptop Lenovo	8500000.00	1	8500000.00	423	Dt. Luluh Yulianti, M.Pd	Jalan Yos Sudarso No. 63\nPalopo, NT 57274	(0830) 692 9316	2026-05-08	8500000.00	Online Transaction
912	2025-10-06	1	Laptop Lenovo	8500000.00	3	25500000.00	1319	Zelda Sinaga	Jl. Kutai No. 2\nBanjarbaru, SB 71187	0884302852	2025-10-06	25500000.00	Store Sale
920	2025-11-07	1	Laptop Lenovo	8500000.00	10	85000000.00	159	Padmi Hidayanto, S.E.I	Gg. Gardujati No. 7\nSurabaya, Papua 07091	(075) 303-2352	2025-11-07	85000000.00	Product Sale
933	2025-12-10	1	Laptop Lenovo	8500000.00	2	17000000.00	1129	Eli Widodo	Jl. Cihampelas No. 78\nKota Administrasi Jakarta Pusat, NB 44594	+62 (06) 988 4453	2025-12-10	17000000.00	Online Transaction
935	2025-07-16	1	Laptop Lenovo	8500000.00	7	59500000.00	869	Wardaya Yolanda, M.Ak	Gang Raya Ujungberung No. 37\nSingkawang, Maluku 83110	+62 (19) 192 6406	2025-07-16	59500000.00	Product Sale
937	2026-01-27	1	Laptop Lenovo	8500000.00	3	25500000.00	1696	Nadine Nasyidah	Jalan Kendalsari No. 533\nTasikmalaya, SU 88576	(0553) 483-7365	2026-01-27	25500000.00	Product Sale
946	2025-09-28	1	Laptop Lenovo	8500000.00	3	25500000.00	106	Dr. Adiarja Maryadi	Gg. Kebonjati No. 7\nCilegon, JT 42338	084 092 9411	2025-09-28	25500000.00	Product Sale
953	2026-05-08	1	Laptop Lenovo	8500000.00	1	8500000.00	986	dr. Kambali Waskita, M.Pd	Gg. S. Parman No. 0\nSolok, MU 69709	+62-811-402-8937	2026-05-08	8500000.00	Store Sale
961	2025-07-24	1	Laptop Lenovo	8500000.00	1	8500000.00	754	Alika Habibi	Jl. Tubagus Ismail No. 1\nCilegon, Papua Barat 60696	(0789) 133 4660	2025-07-24	8500000.00	Online Transaction
970	2025-11-22	1	Laptop Lenovo	8500000.00	10	85000000.00	1382	Oliva Prasetya	Jl. Veteran No. 96\nMalang, Maluku Utara 30927	(071) 376-0588	2025-11-22	85000000.00	Online Transaction
971	2026-05-16	1	Laptop Lenovo	8500000.00	2	17000000.00	1197	KH. Kenari Gunawan, S.E.	Jalan M.H Thamrin No. 504\nTangerang Selatan, PA 51146	+62 (107) 685 7780	2026-05-16	17000000.00	Product Sale
1015	2026-03-13	1	Laptop Lenovo	8500000.00	7	59500000.00	151	Dt. Harsanto Kusumo	Gg. KH Amin Jasuta No. 24\nPekalongan, Sulawesi Selatan 58688	+62 (069) 132-3241	2026-03-13	59500000.00	Product Sale
1021	2026-02-10	1	Laptop Lenovo	8500000.00	6	51000000.00	1406	Oskar Sitorus	Jalan Kiaracondong No. 044\nPalembang, Sulawesi Utara 12147	(0095) 533-7204	2026-02-10	51000000.00	Product Sale
1029	2025-11-18	1	Laptop Lenovo	8500000.00	10	85000000.00	751	Lili Waskita	Gang Monginsidi No. 728\nSemarang, SG 65034	(0364) 291 3204	2025-11-18	85000000.00	Online Transaction
1031	2025-09-12	1	Laptop Lenovo	8500000.00	10	85000000.00	1380	R.A. Yuni Prasetya, S.Ked	Jalan Dr. Djunjunan No. 11\nPagaralam, SG 55871	+62 (90) 551 1888	2025-09-12	85000000.00	Store Sale
1032	2026-07-01	1	Laptop Lenovo	8500000.00	5	42500000.00	1413	Ayu Habibi	NULL	+62-563-623-0838	2026-07-01	42500000.00	Store Sale
1034	2025-11-20	1	Laptop Lenovo	8500000.00	4	34000000.00	1071	R. Michelle Lailasari, S.E.	Gang Gardujati No. 10\nPalembang, Lampung 44149	+62 (207) 583 6836	2025-11-20	34000000.00	Store Sale
1035	2025-10-21	1	Laptop Lenovo	8500000.00	3	25500000.00	461	Najib Aryani	Gg. Dr. Djunjunan No. 57\nBatu, KB 53470	+62-95-882-6750	2025-10-21	25500000.00	Product Sale
1036	2026-01-29	1	Laptop Lenovo	8500000.00	6	51000000.00	1220	Cut Lidya Tarihoran, M.Ak	Gang Ir. H. Djuanda No. 4\nLubuklinggau, MA 85131	+62 (005) 122 6060	2026-01-29	51000000.00	Customer Purchase
1044	2026-01-28	1	Laptop Lenovo	8500000.00	1	8500000.00	354	R. Violet Widodo	Jalan Kebonjati No. 6\nPariaman, Sumatera Barat 85235	+62-0777-899-3264	2026-01-28	8500000.00	Online Transaction
1047	2025-11-04	1	Laptop Lenovo	8500000.00	10	85000000.00	827	Garan Saragih	Gg. Rajawali Timur No. 8\nKota Administrasi Jakarta Pusat, Nusa Tenggara Barat 01826	+62 (92) 172-3972	2025-11-04	85000000.00	Online Transaction
1057	2025-10-02	1	Laptop Lenovo	8500000.00	8	68000000.00	1062	T. Prayogo Budiman	Gang Kebonjati No. 59\nKota Administrasi Jakarta Selatan, Sumatera Barat 59350	+62-0484-548-5874	2025-10-02	68000000.00	Online Transaction
1072	2026-01-20	1	Laptop Lenovo	8500000.00	6	51000000.00	1670	Luwes Maryati	Jl. Gardujati No. 365\nManado, BE 31573	(063) 549-3447	2026-01-20	51000000.00	Store Sale
1074	2025-08-17	1	Laptop Lenovo	8500000.00	5	42500000.00	1195	Leo Mandala	Jalan Sentot Alibasa No. 59\nBukittinggi, JK 06747	(033) 106 6448	2025-08-17	42500000.00	Store Sale
1083	2026-06-15	1	Laptop Lenovo	8500000.00	5	42500000.00	321	Kamila Maulana	Jalan Wonoayu No. 443\nPematangsiantar, Nusa Tenggara Barat 38062	+62-928-474-9857	2026-06-15	42500000.00	Online Transaction
1088	2025-08-28	1	Laptop Lenovo	8500000.00	6	51000000.00	1413	Ayu Habibi	NULL	+62-563-623-0838	2025-08-28	51000000.00	Store Sale
1094	2025-09-29	1	Laptop Lenovo	8500000.00	5	42500000.00	1449	Dt. Darmanto Waskita, S.Kom	Jalan Jend. Sudirman No. 371\nYogyakarta, Maluku Utara 97730	+62 (033) 703-0725	2025-09-29	42500000.00	Product Sale
1095	2026-01-18	1	Laptop Lenovo	8500000.00	10	85000000.00	279	Tgk. Fathonah Nurdiyanti, S.IP	Gg. W.R. Supratman No. 9\nPematangsiantar, Sulawesi Tenggara 69097	+62-53-849-2346	2026-01-18	85000000.00	Online Transaction
1101	2026-07-03	1	Laptop Lenovo	8500000.00	9	76500000.00	1045	Cut Wulan Uyainah, S.Psi	Jalan Moch. Ramdan No. 4\nProbolinggo, LA 61591	082 614 2520	2026-07-03	76500000.00	Product Sale
1110	2025-10-04	1	Laptop Lenovo	8500000.00	4	34000000.00	1353	Gaduh Haryanto	Gang HOS. Cokroaminoto No. 180\nSalatiga, Gorontalo 62126	+62 (0107) 480-9871	2025-10-04	34000000.00	Product Sale
1111	2025-08-04	1	Laptop Lenovo	8500000.00	2	17000000.00	1422	R. Ira Prasetyo	Gg. HOS. Cokroaminoto No. 8\nTanjungpinang, Kalimantan Selatan 47829	+62 (0871) 567-8255	2025-08-04	17000000.00	Product Sale
1112	2025-09-17	1	Laptop Lenovo	8500000.00	1	8500000.00	562	Purwanto Utama	Gang Tebet Barat Dalam No. 953\nTasikmalaya, Sumatera Utara 09970	+62 (0110) 858-2500	2025-09-17	8500000.00	Product Sale
1116	2025-08-15	1	Laptop Lenovo	8500000.00	7	59500000.00	715	Ira Ardianto, S.E.I	Gg. Sukabumi No. 6\nSemarang, NB 21892	(088) 929 5758	2025-08-15	59500000.00	Product Sale
1118	2025-07-22	1	Laptop Lenovo	8500000.00	8	68000000.00	470	Ir. Yunita Ramadan, S.E.	Gang Tubagus Ismail No. 572\nBima, Jawa Barat 15954	+62 (13) 744 3572	2025-07-22	68000000.00	Online Transaction
1122	2025-09-22	1	Laptop Lenovo	8500000.00	2	17000000.00	1959	Vanya Saputra	Jalan Jend. Sudirman No. 1\nMataram, NB 32949	(0866) 187 9328	2025-09-22	17000000.00	Customer Purchase
1124	2026-02-16	1	Laptop Lenovo	8500000.00	3	25500000.00	1872	Damu Ardianto	Jl. Cikutra Timur No. 84\nTangerang Selatan, SB 23719	+62-0943-407-3566	2026-02-16	25500000.00	Customer Purchase
1128	2026-04-27	1	Laptop Lenovo	8500000.00	9	76500000.00	998	Dr. Rusman Tarihoran	Gg. Cihampelas No. 287\nAmbon, Maluku 02718	+62-99-115-0523	2026-04-27	76500000.00	Customer Purchase
1130	2025-10-29	1	Laptop Lenovo	8500000.00	7	59500000.00	382	Oliva Prasetya	Jl. Veteran No. 96\nMalang, Maluku Utara 30927	(071) 376-0588	2025-10-29	59500000.00	Store Sale
1132	2026-01-12	1	Laptop Lenovo	8500000.00	4	34000000.00	808	Raihan Wibisono	Gang Rawamangun No. 4\nAmbon, KT 71315	(0207) 927-7333	2026-01-12	34000000.00	Online Transaction
1140	2026-03-18	1	Laptop Lenovo	8500000.00	9	76500000.00	1211	Gabriella Ramadan	Gg. Pasteur No. 12\nTegal, Maluku 15325	+62-782-222-6941	2026-03-18	76500000.00	Store Sale
1150	2025-07-08	1	Laptop Lenovo	8500000.00	1	8500000.00	1720	Drs. Kayla Pratama, S.Psi	Gang Tubagus Ismail No. 879\nKendari, Kalimantan Barat 46470	087 528 4828	2025-07-08	8500000.00	Product Sale
1152	2026-01-24	1	Laptop Lenovo	8500000.00	5	42500000.00	491	Liman Kusmawati	Jalan Dr. Djunjunan No. 0\nYogyakarta, KI 43005	+62 (0220) 025-1301	2026-01-24	42500000.00	Store Sale
1158	2026-05-16	1	Laptop Lenovo	8500000.00	1	8500000.00	1781	Farhunnisa Hutapea	Jalan Moch. Ramdan No. 922\nPurwokerto, SU 89174	(0970) 350 3642	2026-05-16	8500000.00	Product Sale
1160	2025-08-29	1	Laptop Lenovo	8500000.00	7	59500000.00	1371	Patricia Permadi	Jl. Cihampelas No. 952\nSungai Penuh, SS 96385	+62 (037) 446 5820	2025-08-29	59500000.00	Store Sale
1163	2026-03-01	1	Laptop Lenovo	8500000.00	2	17000000.00	499	Putu Nurdiyanti	Gang Rumah Sakit No. 524\nPayakumbuh, Bengkulu 80020	+62 (0034) 683-2325	2026-03-01	17000000.00	Customer Purchase
1180	2026-02-23	1	Laptop Lenovo	8500000.00	8	68000000.00	747	Warsa Winarsih	Jl. BKR No. 52\nJayapura, PB 25286	(001) 238-8711	2026-02-23	68000000.00	Store Sale
1188	2025-10-13	1	Laptop Lenovo	8500000.00	3	25500000.00	525	Galuh Saputra, M.Farm	Jalan Cihampelas No. 4\nLangsa, KR 52416	+62 (613) 409 8088	2025-10-13	25500000.00	Online Transaction
1192	2026-05-15	1	Laptop Lenovo	8500000.00	1	8500000.00	1536	Cici Habibi	Gg. Surapati No. 7\nParepare, NB 84452	0826504766	2026-05-15	8500000.00	Product Sale
1200	2026-01-02	1	Laptop Lenovo	8500000.00	10	85000000.00	1902	R. Paulin Susanti	Gang Pasir Koja No. 08\nPekalongan, GO 10726	+62 (704) 917 1255	2026-01-02	85000000.00	Store Sale
1209	2026-01-04	1	Laptop Lenovo	8500000.00	6	51000000.00	1005	Okto Puspita	Jalan Cihampelas No. 402\nMalang, Nusa Tenggara Barat 65000	(0162) 053 8179	2026-01-04	51000000.00	Online Transaction
1210	2026-06-24	1	Laptop Lenovo	8500000.00	5	42500000.00	1030	Genta Prasasta	Gang Tubagus Ismail No. 1\nTasikmalaya, NT 03025	+62-30-468-2355	2026-06-24	42500000.00	Customer Purchase
1216	2026-03-27	1	Laptop Lenovo	8500000.00	7	59500000.00	298	Gada Marbun, S.Farm	Gg. Rajiman No. 4\nBengkulu, KR 52986	+62-039-696-0689	2026-03-27	59500000.00	Customer Purchase
